despacho_id,fecha_pedido,fecha_entrega_prometida,fecha_entrega_real,dias_transito,cliente_id,cliente,sector,ciudad_destino,depto_destino,sede_origen,sede_nombre,estado,entregado_a_tiempo,valor_cop
DSP-8152,2026-08-20,2026-08-22,2026-08-22,2,CLI-013,Noel S.A.S.,Panadería,Medellín,Antioquia,TUN,Tunja,Entregado,True,39860021
DSP-8153,2026-07-06,2026-07-09,2026-07-14,8,CLI-018,Laboratorios LABOFARMA,Laboratorio,Bogotá,Cundinamarca,VIL,Villavicencio,Entregado,False,46344514
DSP-8154,2026-08-20,2026-08-23,,3,CLI-004,Gloria Colombia,Lácteos,Bogotá,Cundinamarca,BOG-AME,Bogotá · Américas,En tránsito,,41621640
DSP-8155,2026-08-05,2026-08-08,2026-08-08,3,CLI-010,Frigorífico Guadalupe,Cárnicos,Bogotá,Cundinamarca,TUN,Tunja,Entregado,True,26816782
DSP-8156,2026-07-17,2026-07-18,2026-07-18,1,CLI-013,Noel S.A.S.,Panadería,Medellín,Antioquia,BOG-AME,Bogotá · Américas,Entregado,True,32263969
DSP-8157,2026-07-28,2026-07-29,2026-07-29,1,CLI-022,Avícola Los Llanos,Cárnicos,Villavicencio,Meta,ITA,Itagüí,Entregado,True,83512157
DSP-8158,2026-08-03,2026-08-05,2026-08-05,2,CLI-009,Rica Rondo S.A.,Cárnicos,Bogotá,Cundinamarca,TUN,Tunja,Entregado,True,23818430
DSP-8159,2026-08-05,2026-08-07,2026-08-07,2,CLI-002,Colanta Ltda.,Lácteos,Medellín,Antioquia,ITA,Itagüí,Entregado,True,64578030
DSP-8160,2026-07-20,2026-07-21,2026-07-21,1,CLI-014,Pan Pa' Ya,Panadería,Bogotá,Cundinamarca,MOS,CEDI Mosquera,Entregado,True,53720752
DSP-8161,2026-06-27,2026-06-28,2026-06-28,1,CLI-001,Alquería S.A.,Lácteos,Bogotá,Cundinamarca,BOG-QUI,Bogotá · Químicos,Entregado,True,18840492
DSP-8162,2026-07-19,2026-07-22,2026-07-27,8,CLI-019,Centro Análisis ALF,Laboratorio,Medellín,Antioquia,ITA,Itagüí,Entregado,False,17082370
DSP-8163,2026-05-30,2026-06-01,2026-06-01,2,CLI-008,Zenú S.A.S.,Cárnicos,Medellín,Antioquia,MOS,CEDI Mosquera,Entregado,True,21309889
DSP-8164,2026-07-23,2026-07-24,2026-07-24,1,CLI-019,Centro Análisis ALF,Laboratorio,Medellín,Antioquia,BOG-AME,Bogotá · Américas,Entregado,True,67744702
DSP-8165,2026-06-06,2026-06-08,2026-06-08,2,CLI-001,Alquería S.A.,Lácteos,Bogotá,Cundinamarca,VIL,Villavicencio,Entregado,True,74594793
DSP-8166,2026-08-08,2026-08-11,2026-08-14,6,CLI-015,Postobón S.A.,Sabores & Colorantes,Bogotá,Cundinamarca,VIL,Villavicencio,Entregado,False,21505123
DSP-8167,2026-05-31,2026-06-02,2026-06-02,2,CLI-011,Frigoríficos El Progreso,Cárnicos,Villavicencio,Meta,BOG-AME,Bogotá · Américas,Entregado,True,34158120
DSP-8168,2026-07-12,2026-07-13,2026-07-13,1,CLI-003,Alpina S.A.,Lácteos,Bogotá,Cundinamarca,MOS,CEDI Mosquera,Entregado,True,7435019
DSP-8169,2026-07-20,2026-07-23,2026-07-26,6,CLI-015,Postobón S.A.,Sabores & Colorantes,Bogotá,Cundinamarca,SIB,CEDI Siberia,Entregado,False,9520315
DSP-8170,2026-07-14,2026-07-16,2026-07-16,2,CLI-004,Gloria Colombia,Lácteos,Bogotá,Cundinamarca,TUN,Tunja,Entregado,True,21151858
DSP-8171,2026-05-27,2026-05-29,2026-05-29,2,CLI-021,Hotel Las Américas,Aseo & Desinfección,Bogotá,Cundinamarca,VIL,Villavicencio,Entregado,True,53560728
DSP-8172,2026-08-04,2026-08-07,2026-08-07,3,CLI-012,Bimbo Colombia,Panadería,Bogotá,Cundinamarca,ITA,Itagüí,Entregado,True,59149002
DSP-8173,2026-07-03,2026-07-04,2026-07-04,1,CLI-005,Lácteos El Recreo,Lácteos,Tunja,Boyacá,BOG-AME,Bogotá · Américas,Entregado,True,47625532
DSP-8174,2026-07-20,2026-07-21,2026-07-21,1,CLI-006,Procesadora Meta Lácteos,Lácteos,Villavicencio,Meta,VIL,Villavicencio,Entregado,True,38092789
DSP-8175,2026-06-01,2026-06-04,2026-06-04,3,CLI-008,Zenú S.A.S.,Cárnicos,Medellín,Antioquia,BOG-QUI,Bogotá · Químicos,Entregado,True,49029501
DSP-8176,2026-06-29,2026-07-01,2026-07-01,2,CLI-012,Bimbo Colombia,Panadería,Bogotá,Cundinamarca,ITA,Itagüí,Entregado,True,84501296
DSP-8177,2026-08-05,2026-08-08,2026-08-08,3,CLI-009,Rica Rondo S.A.,Cárnicos,Bogotá,Cundinamarca,SIB,CEDI Siberia,Entregado,True,33548788
DSP-8178,2026-05-28,2026-05-31,2026-05-31,3,CLI-003,Alpina S.A.,Lácteos,Bogotá,Cundinamarca,VIL,Villavicencio,Entregado,True,50078137
DSP-8179,2026-07-31,2026-08-03,2026-08-03,3,CLI-016,Bavaria S.A.,Sabores & Colorantes,Bogotá,Cundinamarca,TUN,Tunja,Entregado,True,66826035
DSP-8180,2026-06-30,2026-07-01,2026-07-01,1,CLI-012,Bimbo Colombia,Panadería,Bogotá,Cundinamarca,TUN,Tunja,Entregado,True,81740880
DSP-8181,2026-06-03,2026-06-04,2026-06-04,1,CLI-003,Alpina S.A.,Lácteos,Bogotá,Cundinamarca,VIL,Villavicencio,Entregado,True,72347964
DSP-8182,2026-05-31,2026-06-01,2026-06-01,1,CLI-019,Centro Análisis ALF,Laboratorio,Medellín,Antioquia,BOG-AME,Bogotá · Américas,Entregado,True,66235803
DSP-8183,2026-05-28,2026-05-31,2026-05-31,3,CLI-022,Avícola Los Llanos,Cárnicos,Villavicencio,Meta,BOG-AME,Bogotá · Américas,Entregado,True,8331956
DSP-8184,2026-05-29,2026-05-31,2026-05-31,2,CLI-018,Laboratorios LABOFARMA,Laboratorio,Bogotá,Cundinamarca,BOG-AME,Bogotá · Américas,Entregado,True,37941183
DSP-8185,2026-08-04,2026-08-06,2026-08-06,2,CLI-021,Hotel Las Américas,Aseo & Desinfección,Bogotá,Cundinamarca,BOG-AME,Bogotá · Américas,Entregado,True,31427858
DSP-8186,2026-08-06,2026-08-09,2026-08-09,3,CLI-012,Bimbo Colombia,Panadería,Bogotá,Cundinamarca,ITA,Itagüí,Entregado,True,43553427
DSP-8187,2026-07-20,2026-07-23,2026-07-23,3,CLI-005,Lácteos El Recreo,Lácteos,Tunja,Boyacá,TUN,Tunja,Entregado,True,46392031
DSP-8188,2026-07-12,2026-07-15,2026-07-15,3,CLI-022,Avícola Los Llanos,Cárnicos,Villavicencio,Meta,VIL,Villavicencio,Entregado,True,34000330
DSP-8189,2026-07-19,2026-07-20,2026-07-20,1,CLI-002,Colanta Ltda.,Lácteos,Medellín,Antioquia,BOG-AME,Bogotá · Américas,Entregado,True,59003210
DSP-8190,2026-08-03,2026-08-05,2026-08-05,2,CLI-003,Alpina S.A.,Lácteos,Bogotá,Cundinamarca,BOG-AME,Bogotá · Américas,Entregado,True,39243665
DSP-8191,2026-08-04,2026-08-05,2026-08-05,1,CLI-003,Alpina S.A.,Lácteos,Bogotá,Cundinamarca,SIB,CEDI Siberia,Entregado,True,31810663
DSP-8192,2026-06-19,2026-06-22,2026-06-22,3,CLI-010,Frigorífico Guadalupe,Cárnicos,Bogotá,Cundinamarca,BOG-AME,Bogotá · Américas,Entregado,True,12762925
DSP-8193,2026-06-10,2026-06-11,2026-06-11,1,CLI-008,Zenú S.A.S.,Cárnicos,Medellín,Antioquia,ITA,Itagüí,Entregado,True,39035970
DSP-8194,2026-07-27,2026-07-30,2026-07-30,3,CLI-017,Frupulpas S.A.S.,Sabores & Colorantes,Bogotá,Cundinamarca,BOG-AME,Bogotá · Américas,Entregado,True,15424385
DSP-8195,2026-08-11,2026-08-14,2026-08-14,3,CLI-012,Bimbo Colombia,Panadería,Bogotá,Cundinamarca,TUN,Tunja,Entregado,True,31742951
DSP-8196,2026-06-09,2026-06-10,2026-06-10,1,CLI-019,Centro Análisis ALF,Laboratorio,Medellín,Antioquia,BOG-QUI,Bogotá · Químicos,Entregado,True,51540231
DSP-8197,2026-05-31,2026-06-01,2026-06-01,1,CLI-013,Noel S.A.S.,Panadería,Medellín,Antioquia,MOS,CEDI Mosquera,Entregado,True,78995332
DSP-8198,2026-08-22,2026-08-23,,1,CLI-019,Centro Análisis ALF,Laboratorio,Medellín,Antioquia,VIL,Villavicencio,En tránsito,,81181582
DSP-8199,2026-07-20,2026-07-23,2026-07-23,3,CLI-003,Alpina S.A.,Lácteos,Bogotá,Cundinamarca,BOG-QUI,Bogotá · Químicos,Entregado,True,66870628
DSP-8200,2026-07-21,2026-07-23,2026-07-23,2,CLI-008,Zenú S.A.S.,Cárnicos,Medellín,Antioquia,TUN,Tunja,Entregado,True,50352708
DSP-8201,2026-08-17,2026-08-19,2026-08-21,4,CLI-004,Gloria Colombia,Lácteos,Bogotá,Cundinamarca,BOG-QUI,Bogotá · Químicos,Entregado,False,30883054
DSP-8202,2026-08-17,2026-08-19,2026-08-19,2,CLI-010,Frigorífico Guadalupe,Cárnicos,Bogotá,Cundinamarca,BOG-QUI,Bogotá · Químicos,Entregado,True,76848581
DSP-8203,2026-08-05,2026-08-08,2026-08-08,3,CLI-006,Procesadora Meta Lácteos,Lácteos,Villavicencio,Meta,TUN,Tunja,Entregado,True,49348196
DSP-8204,2026-07-03,2026-07-04,2026-07-09,6,CLI-012,Bimbo Colombia,Panadería,Bogotá,Cundinamarca,VIL,Villavicencio,Entregado,False,53057533
DSP-8205,2026-07-22,2026-07-24,2026-07-24,2,CLI-003,Alpina S.A.,Lácteos,Bogotá,Cundinamarca,BOG-AME,Bogotá · Américas,Entregado,True,26949056
DSP-8206,2026-06-16,2026-06-17,2026-06-17,1,CLI-019,Centro Análisis ALF,Laboratorio,Medellín,Antioquia,ITA,Itagüí,Entregado,True,5723297
DSP-8207,2026-07-14,2026-07-17,2026-07-20,6,CLI-012,Bimbo Colombia,Panadería,Bogotá,Cundinamarca,TUN,Tunja,Entregado,False,43044981
DSP-8208,2026-06-10,2026-06-13,2026-06-13,3,CLI-019,Centro Análisis ALF,Laboratorio,Medellín,Antioquia,BOG-QUI,Bogotá · Químicos,Entregado,True,38565774
DSP-8209,2026-06-29,2026-07-01,2026-07-01,2,CLI-012,Bimbo Colombia,Panadería,Bogotá,Cundinamarca,BOG-QUI,Bogotá · Químicos,Entregado,True,18441925
DSP-8210,2026-05-30,2026-05-31,2026-06-02,3,CLI-011,Frigoríficos El Progreso,Cárnicos,Villavicencio,Meta,ITA,Itagüí,Entregado,False,84487427
DSP-8211,2026-06-22,2026-06-23,2026-06-25,3,CLI-005,Lácteos El Recreo,Lácteos,Tunja,Boyacá,VIL,Villavicencio,Entregado,False,52781503
DSP-8212,2026-06-05,2026-06-08,2026-06-08,3,CLI-017,Frupulpas S.A.S.,Sabores & Colorantes,Bogotá,Cundinamarca,SIB,CEDI Siberia,Entregado,True,83017437
DSP-8213,2026-06-27,2026-06-29,2026-06-29,2,CLI-005,Lácteos El Recreo,Lácteos,Tunja,Boyacá,ITA,Itagüí,Entregado,True,75291196
DSP-8214,2026-06-20,2026-06-21,2026-06-21,1,CLI-019,Centro Análisis ALF,Laboratorio,Medellín,Antioquia,VIL,Villavicencio,Entregado,True,42612217
DSP-8215,2026-06-14,2026-06-17,2026-06-17,3,CLI-009,Rica Rondo S.A.,Cárnicos,Bogotá,Cundinamarca,ITA,Itagüí,Entregado,True,73252623
DSP-8216,2026-05-29,2026-05-31,2026-05-31,2,CLI-019,Centro Análisis ALF,Laboratorio,Medellín,Antioquia,SIB,CEDI Siberia,Entregado,True,49770262
DSP-8217,2026-07-13,2026-07-15,2026-07-15,2,CLI-022,Avícola Los Llanos,Cárnicos,Villavicencio,Meta,BOG-AME,Bogotá · Américas,Entregado,True,62076163
DSP-8218,2026-08-06,2026-08-07,2026-08-10,4,CLI-002,Colanta Ltda.,Lácteos,Medellín,Antioquia,BOG-QUI,Bogotá · Químicos,Entregado,False,32419863
DSP-8219,2026-07-24,2026-07-25,2026-07-25,1,CLI-002,Colanta Ltda.,Lácteos,Medellín,Antioquia,MOS,CEDI Mosquera,Entregado,True,58920037
DSP-8220,2026-07-07,2026-07-09,2026-07-09,2,CLI-015,Postobón S.A.,Sabores & Colorantes,Bogotá,Cundinamarca,BOG-QUI,Bogotá · Químicos,Entregado,True,17944631
DSP-8221,2026-08-04,2026-08-06,2026-08-11,7,CLI-016,Bavaria S.A.,Sabores & Colorantes,Bogotá,Cundinamarca,TUN,Tunja,Entregado,False,48367295
DSP-8222,2026-05-31,2026-06-01,2026-06-05,5,CLI-012,Bimbo Colombia,Panadería,Bogotá,Cundinamarca,VIL,Villavicencio,Entregado,False,51297369
DSP-8223,2026-06-15,2026-06-17,2026-06-17,2,CLI-019,Centro Análisis ALF,Laboratorio,Medellín,Antioquia,BOG-QUI,Bogotá · Químicos,Entregado,True,51079695
DSP-8224,2026-06-24,2026-06-27,2026-06-28,4,CLI-006,Procesadora Meta Lácteos,Lácteos,Villavicencio,Meta,ITA,Itagüí,Entregado,False,6150455
DSP-8225,2026-08-18,2026-08-20,2026-08-20,2,CLI-017,Frupulpas S.A.S.,Sabores & Colorantes,Bogotá,Cundinamarca,BOG-AME,Bogotá · Américas,Entregado,True,70282963
DSP-8226,2026-06-26,2026-06-29,2026-06-29,3,CLI-003,Alpina S.A.,Lácteos,Bogotá,Cundinamarca,VIL,Villavicencio,Entregado,True,39084467
DSP-8227,2026-08-01,2026-08-04,2026-08-04,3,CLI-005,Lácteos El Recreo,Lácteos,Tunja,Boyacá,BOG-QUI,Bogotá · Químicos,Entregado,True,6520958
DSP-8228,2026-07-10,2026-07-11,2026-07-11,1,CLI-001,Alquería S.A.,Lácteos,Bogotá,Cundinamarca,SIB,CEDI Siberia,Entregado,True,5238304
DSP-8229,2026-06-03,2026-06-06,2026-06-07,4,CLI-009,Rica Rondo S.A.,Cárnicos,Bogotá,Cundinamarca,BOG-AME,Bogotá · Américas,Entregado,False,19380883
DSP-8230,2026-07-27,2026-07-29,2026-07-29,2,CLI-002,Colanta Ltda.,Lácteos,Medellín,Antioquia,ITA,Itagüí,Entregado,True,68491870
DSP-8231,2026-07-17,2026-07-20,2026-07-20,3,CLI-021,Hotel Las Américas,Aseo & Desinfección,Bogotá,Cundinamarca,SIB,CEDI Siberia,Entregado,True,60196506
DSP-8232,2026-07-08,2026-07-10,2026-07-10,2,CLI-020,Sodexo Colombia,Aseo & Desinfección,Bogotá,Cundinamarca,VIL,Villavicencio,Entregado,True,52529933
DSP-8233,2026-05-28,2026-05-31,2026-05-31,3,CLI-018,Laboratorios LABOFARMA,Laboratorio,Bogotá,Cundinamarca,TUN,Tunja,Entregado,True,6674913
DSP-8234,2026-06-15,2026-06-18,2026-06-18,3,CLI-004,Gloria Colombia,Lácteos,Bogotá,Cundinamarca,TUN,Tunja,Entregado,True,60796160
DSP-8235,2026-06-21,2026-06-24,2026-06-24,3,CLI-004,Gloria Colombia,Lácteos,Bogotá,Cundinamarca,BOG-QUI,Bogotá · Químicos,Entregado,True,73634636
DSP-8236,2026-08-19,2026-08-22,2026-08-22,3,CLI-022,Avícola Los Llanos,Cárnicos,Villavicencio,Meta,SIB,CEDI Siberia,Entregado,True,47013825
DSP-8237,2026-05-26,2026-05-28,2026-05-28,2,CLI-014,Pan Pa' Ya,Panadería,Bogotá,Cundinamarca,BOG-AME,Bogotá · Américas,Entregado,True,37732239
DSP-8238,2026-07-09,2026-07-12,2026-07-12,3,CLI-021,Hotel Las Américas,Aseo & Desinfección,Bogotá,Cundinamarca,VIL,Villavicencio,Entregado,True,46451613
DSP-8239,2026-06-10,2026-06-13,2026-06-13,3,CLI-015,Postobón S.A.,Sabores & Colorantes,Bogotá,Cundinamarca,BOG-QUI,Bogotá · Químicos,Entregado,True,12989389
DSP-8240,2026-08-17,2026-08-18,2026-08-18,1,CLI-021,Hotel Las Américas,Aseo & Desinfección,Bogotá,Cundinamarca,SIB,CEDI Siberia,Entregado,True,16205569
DSP-8241,2026-07-24,2026-07-25,2026-07-25,1,CLI-004,Gloria Colombia,Lácteos,Bogotá,Cundinamarca,TUN,Tunja,Entregado,True,44894859
DSP-8242,2026-06-05,2026-06-08,2026-06-08,3,CLI-016,Bavaria S.A.,Sabores & Colorantes,Bogotá,Cundinamarca,MOS,CEDI Mosquera,Entregado,True,78549185
DSP-8243,2026-06-30,2026-07-02,2026-07-02,2,CLI-003,Alpina S.A.,Lácteos,Bogotá,Cundinamarca,MOS,CEDI Mosquera,Entregado,True,69844528
DSP-8244,2026-08-08,2026-08-09,2026-08-09,1,CLI-003,Alpina S.A.,Lácteos,Bogotá,Cundinamarca,ITA,Itagüí,Entregado,True,34639431
DSP-8245,2026-05-29,2026-05-30,2026-05-30,1,CLI-012,Bimbo Colombia,Panadería,Bogotá,Cundinamarca,TUN,Tunja,Entregado,True,73211786
DSP-8246,2026-07-29,2026-07-30,2026-07-30,1,CLI-019,Centro Análisis ALF,Laboratorio,Medellín,Antioquia,ITA,Itagüí,Entregado,True,14645795
DSP-8247,2026-07-19,2026-07-20,2026-07-25,6,CLI-012,Bimbo Colombia,Panadería,Bogotá,Cundinamarca,ITA,Itagüí,Entregado,False,53460187
DSP-8248,2026-07-25,2026-07-26,2026-07-26,1,CLI-013,Noel S.A.S.,Panadería,Medellín,Antioquia,VIL,Villavicencio,Entregado,True,71999732
DSP-8249,2026-07-02,2026-07-05,2026-07-05,3,CLI-014,Pan Pa' Ya,Panadería,Bogotá,Cundinamarca,SIB,CEDI Siberia,Entregado,True,51714691
DSP-8250,2026-05-28,2026-05-31,2026-05-31,3,CLI-013,Noel S.A.S.,Panadería,Medellín,Antioquia,ITA,Itagüí,Entregado,True,43943285
DSP-8251,2026-07-21,2026-07-24,2026-07-24,3,CLI-020,Sodexo Colombia,Aseo & Desinfección,Bogotá,Cundinamarca,SIB,CEDI Siberia,Entregado,True,39785587
DSP-8252,2026-07-11,2026-07-14,2026-07-14,3,CLI-021,Hotel Las Américas,Aseo & Desinfección,Bogotá,Cundinamarca,BOG-QUI,Bogotá · Químicos,Entregado,True,7228087
DSP-8253,2026-08-14,2026-08-15,2026-08-15,1,CLI-015,Postobón S.A.,Sabores & Colorantes,Bogotá,Cundinamarca,SIB,CEDI Siberia,Entregado,True,72290655
DSP-8254,2026-08-08,2026-08-09,2026-08-09,1,CLI-006,Procesadora Meta Lácteos,Lácteos,Villavicencio,Meta,TUN,Tunja,Entregado,True,37361537
DSP-8255,2026-07-21,2026-07-24,2026-07-24,3,CLI-006,Procesadora Meta Lácteos,Lácteos,Villavicencio,Meta,VIL,Villavicencio,Entregado,True,75770782
DSP-8256,2026-07-14,2026-07-17,2026-07-17,3,CLI-005,Lácteos El Recreo,Lácteos,Tunja,Boyacá,BOG-AME,Bogotá · Américas,Entregado,True,81888655
DSP-8257,2026-07-17,2026-07-18,2026-07-20,3,CLI-013,Noel S.A.S.,Panadería,Medellín,Antioquia,VIL,Villavicencio,Entregado,False,49089350
DSP-8258,2026-07-13,2026-07-15,2026-07-15,2,CLI-007,La Carreta Alimentos,Cárnicos,Bogotá,Cundinamarca,MOS,CEDI Mosquera,Entregado,True,44632348
DSP-8259,2026-05-27,2026-05-29,2026-05-31,4,CLI-008,Zenú S.A.S.,Cárnicos,Medellín,Antioquia,BOG-QUI,Bogotá · Químicos,Entregado,False,51726334
DSP-8260,2026-07-30,2026-07-31,2026-07-31,1,CLI-015,Postobón S.A.,Sabores & Colorantes,Bogotá,Cundinamarca,TUN,Tunja,Entregado,True,28706668
DSP-8261,2026-06-21,2026-06-23,2026-06-25,4,CLI-019,Centro Análisis ALF,Laboratorio,Medellín,Antioquia,BOG-AME,Bogotá · Américas,Entregado,False,19243657
DSP-8262,2026-05-27,2026-05-29,2026-05-29,2,CLI-015,Postobón S.A.,Sabores & Colorantes,Bogotá,Cundinamarca,ITA,Itagüí,Entregado,True,30494899
DSP-8263,2026-06-28,2026-06-30,2026-06-30,2,CLI-015,Postobón S.A.,Sabores & Colorantes,Bogotá,Cundinamarca,BOG-AME,Bogotá · Américas,Entregado,True,65505840
DSP-8264,2026-07-26,2026-07-27,2026-07-31,5,CLI-018,Laboratorios LABOFARMA,Laboratorio,Bogotá,Cundinamarca,TUN,Tunja,Entregado,False,64252910
DSP-8265,2026-07-05,2026-07-07,2026-07-07,2,CLI-003,Alpina S.A.,Lácteos,Bogotá,Cundinamarca,BOG-AME,Bogotá · Américas,Entregado,True,34681498
DSP-8266,2026-08-08,2026-08-09,2026-08-09,1,CLI-018,Laboratorios LABOFARMA,Laboratorio,Bogotá,Cundinamarca,BOG-QUI,Bogotá · Químicos,Entregado,True,48712961
DSP-8267,2026-07-31,2026-08-01,2026-08-01,1,CLI-006,Procesadora Meta Lácteos,Lácteos,Villavicencio,Meta,VIL,Villavicencio,Entregado,True,31356585
DSP-8268,2026-06-20,2026-06-21,2026-06-21,1,CLI-014,Pan Pa' Ya,Panadería,Bogotá,Cundinamarca,MOS,CEDI Mosquera,Entregado,True,7035118
DSP-8269,2026-06-06,2026-06-07,2026-06-10,4,CLI-018,Laboratorios LABOFARMA,Laboratorio,Bogotá,Cundinamarca,SIB,CEDI Siberia,Entregado,False,67619101
DSP-8270,2026-07-16,2026-07-17,2026-07-17,1,CLI-018,Laboratorios LABOFARMA,Laboratorio,Bogotá,Cundinamarca,BOG-QUI,Bogotá · Químicos,Entregado,True,29431970
DSP-8271,2026-06-10,2026-06-13,2026-06-13,3,CLI-011,Frigoríficos El Progreso,Cárnicos,Villavicencio,Meta,TUN,Tunja,Entregado,True,47082245
DSP-8272,2026-06-25,2026-06-28,2026-06-28,3,CLI-007,La Carreta Alimentos,Cárnicos,Bogotá,Cundinamarca,SIB,CEDI Siberia,Entregado,True,64083578
DSP-8273,2026-07-25,2026-07-27,2026-07-27,2,CLI-017,Frupulpas S.A.S.,Sabores & Colorantes,Bogotá,Cundinamarca,SIB,CEDI Siberia,Entregado,True,24336379
DSP-8274,2026-05-27,2026-05-29,2026-05-29,2,CLI-015,Postobón S.A.,Sabores & Colorantes,Bogotá,Cundinamarca,BOG-QUI,Bogotá · Químicos,Entregado,True,6296707
DSP-8275,2026-08-13,2026-08-15,2026-08-16,3,CLI-016,Bavaria S.A.,Sabores & Colorantes,Bogotá,Cundinamarca,BOG-AME,Bogotá · Américas,Entregado,False,5094478
DSP-8276,2026-06-19,2026-06-21,2026-06-21,2,CLI-001,Alquería S.A.,Lácteos,Bogotá,Cundinamarca,BOG-QUI,Bogotá · Químicos,Entregado,True,69552210
DSP-8277,2026-07-25,2026-07-27,2026-07-27,2,CLI-020,Sodexo Colombia,Aseo & Desinfección,Bogotá,Cundinamarca,MOS,CEDI Mosquera,Entregado,True,46317203
DSP-8278,2026-08-10,2026-08-13,2026-08-13,3,CLI-013,Noel S.A.S.,Panadería,Medellín,Antioquia,BOG-AME,Bogotá · Américas,Entregado,True,35927447
DSP-8279,2026-06-21,2026-06-24,2026-06-26,5,CLI-020,Sodexo Colombia,Aseo & Desinfección,Bogotá,Cundinamarca,VIL,Villavicencio,Entregado,False,75806818
DSP-8280,2026-07-13,2026-07-14,2026-07-14,1,CLI-017,Frupulpas S.A.S.,Sabores & Colorantes,Bogotá,Cundinamarca,ITA,Itagüí,Entregado,True,60593207
DSP-8281,2026-07-12,2026-07-14,2026-07-14,2,CLI-015,Postobón S.A.,Sabores & Colorantes,Bogotá,Cundinamarca,MOS,CEDI Mosquera,Entregado,True,70166888
DSP-8282,2026-07-08,2026-07-10,2026-07-10,2,CLI-013,Noel S.A.S.,Panadería,Medellín,Antioquia,BOG-AME,Bogotá · Américas,Entregado,True,16390945
DSP-8283,2026-06-21,2026-06-22,2026-06-22,1,CLI-005,Lácteos El Recreo,Lácteos,Tunja,Boyacá,VIL,Villavicencio,Entregado,True,22258610
DSP-8284,2026-07-21,2026-07-23,2026-07-23,2,CLI-011,Frigoríficos El Progreso,Cárnicos,Villavicencio,Meta,BOG-AME,Bogotá · Américas,Entregado,True,78824318
DSP-8285,2026-07-26,2026-07-27,2026-07-27,1,CLI-015,Postobón S.A.,Sabores & Colorantes,Bogotá,Cundinamarca,SIB,CEDI Siberia,Entregado,True,52673340
DSP-8286,2026-06-06,2026-06-07,2026-06-07,1,CLI-007,La Carreta Alimentos,Cárnicos,Bogotá,Cundinamarca,BOG-AME,Bogotá · Américas,Entregado,True,46802542
DSP-8287,2026-07-19,2026-07-21,2026-07-21,2,CLI-006,Procesadora Meta Lácteos,Lácteos,Villavicencio,Meta,ITA,Itagüí,Entregado,True,64393755
DSP-8288,2026-07-31,2026-08-03,2026-08-08,8,CLI-013,Noel S.A.S.,Panadería,Medellín,Antioquia,SIB,CEDI Siberia,Entregado,False,79521972
DSP-8289,2026-06-28,2026-06-29,2026-06-29,1,CLI-018,Laboratorios LABOFARMA,Laboratorio,Bogotá,Cundinamarca,BOG-QUI,Bogotá · Químicos,Entregado,True,34372154
DSP-8290,2026-06-20,2026-06-21,2026-06-21,1,CLI-019,Centro Análisis ALF,Laboratorio,Medellín,Antioquia,MOS,CEDI Mosquera,Entregado,True,75903184
DSP-8291,2026-07-14,2026-07-16,2026-07-20,6,CLI-007,La Carreta Alimentos,Cárnicos,Bogotá,Cundinamarca,VIL,Villavicencio,Entregado,False,47093444
DSP-8292,2026-08-08,2026-08-10,2026-08-10,2,CLI-003,Alpina S.A.,Lácteos,Bogotá,Cundinamarca,TUN,Tunja,Entregado,True,63957888
DSP-8293,2026-05-27,2026-05-29,2026-05-29,2,CLI-004,Gloria Colombia,Lácteos,Bogotá,Cundinamarca,MOS,CEDI Mosquera,Entregado,True,68770667
DSP-8294,2026-06-26,2026-06-27,2026-06-27,1,CLI-020,Sodexo Colombia,Aseo & Desinfección,Bogotá,Cundinamarca,BOG-QUI,Bogotá · Químicos,Entregado,True,65495514
DSP-8295,2026-06-01,2026-06-04,2026-06-04,3,CLI-018,Laboratorios LABOFARMA,Laboratorio,Bogotá,Cundinamarca,BOG-AME,Bogotá · Américas,Entregado,True,52467776
DSP-8296,2026-06-24,2026-06-27,2026-06-27,3,CLI-003,Alpina S.A.,Lácteos,Bogotá,Cundinamarca,SIB,CEDI Siberia,Entregado,True,62601381
DSP-8297,2026-06-24,2026-06-25,2026-06-25,1,CLI-012,Bimbo Colombia,Panadería,Bogotá,Cundinamarca,TUN,Tunja,Entregado,True,43973513
DSP-8298,2026-08-11,2026-08-13,2026-08-13,2,CLI-014,Pan Pa' Ya,Panadería,Bogotá,Cundinamarca,TUN,Tunja,Entregado,True,73672934
DSP-8299,2026-08-12,2026-08-14,2026-08-14,2,CLI-001,Alquería S.A.,Lácteos,Bogotá,Cundinamarca,BOG-AME,Bogotá · Américas,Entregado,True,35297146
DSP-8300,2026-06-11,2026-06-14,2026-06-16,5,CLI-013,Noel S.A.S.,Panadería,Medellín,Antioquia,TUN,Tunja,Entregado,False,32990258
DSP-8301,2026-08-05,2026-08-06,2026-08-06,1,CLI-001,Alquería S.A.,Lácteos,Bogotá,Cundinamarca,BOG-QUI,Bogotá · Químicos,Entregado,True,36812068
DSP-8302,2026-07-30,2026-07-31,2026-07-31,1,CLI-003,Alpina S.A.,Lácteos,Bogotá,Cundinamarca,SIB,CEDI Siberia,Entregado,True,28100337
DSP-8303,2026-07-27,2026-07-28,2026-07-31,4,CLI-005,Lácteos El Recreo,Lácteos,Tunja,Boyacá,TUN,Tunja,Entregado,False,22768084
