fecha,mes,cliente_id,cliente,sector_cliente,producto_id,producto,categoria,sede_id,cantidad,unidad,precio_unitario,descuento_pct,total_cop,margen_pct
2025-06-09,2025-06,CLI-001,Alquería S.A.,Lácteos,LAC-006,Yomix® Prime 800,Lácteos,BOG-AME,8.4,dosis,237165,0.0,1992184,0.325
2025-06-09,2025-06,CLI-020,Sodexo Colombia,Aseo & Desinfección,ASE-003,Detergente alcalino CIP-100,Aseo & Desinfección,BOG-AME,15.6,kg,26346,0.02,402785,0.333
2025-06-09,2025-06,CLI-009,Rica Rondo S.A.,Cárnicos,SAB-006,Sucralosa,Sabores & Colorantes,BOG-QUI,15.0,kg,177467,0.0,2661999,0.324
2025-06-09,2025-06,CLI-009,Rica Rondo S.A.,Cárnicos,CAR-003,Carragenina Iota cárnicos,Cárnicos,BOG-QUI,41.6,kg,60170,0.0,2503091,0.339
2025-06-09,2025-06,CLI-013,Noel S.A.S.,Panadería,PAN-005,DATEM emulsificante pan,Panadería,MOS,7.7,kg,25321,0.0,194968,0.345
2025-06-09,2025-06,CLI-001,Alquería S.A.,Lácteos,SAB-004,Colorante caramelo IV,Sabores & Colorantes,ITA,12.2,kg,29156,0.0,355698,0.339
2025-06-09,2025-06,CLI-019,Centro Análisis ALF,Laboratorio,LAB-006,Prueba rápida coliformes,Laboratorio,BOG-AME,15.0,caja,115535,0.0,1733022,0.364
2025-06-09,2025-06,CLI-008,Zenú S.A.S.,Cárnicos,CAR-005,Condimento mortadela premium,Cárnicos,BOG-AME,116.1,kg,107393,0.0,12468281,0.333
2025-06-09,2025-06,CLI-014,Pan Pa' Ya,Panadería,PAN-004,Ácido ascórbico E300,Panadería,VIL,22.9,kg,37486,0.03,832685,0.333
2025-06-09,2025-06,CLI-005,Lácteos El Recreo,Lácteos,SAB-005,Colorante curcumina natural,Sabores & Colorantes,ITA,41.7,kg,150847,0.0,6290318,0.345
2025-06-09,2025-06,CLI-011,Frigoríficos El Progreso,Cárnicos,SAB-006,Sucralosa,Sabores & Colorantes,BOG-AME,99.4,kg,185008,0.03,17838137,0.324
2025-06-09,2025-06,CLI-009,Rica Rondo S.A.,Cárnicos,CAR-003,Carragenina Iota cárnicos,Cárnicos,ITA,66.9,kg,60450,0.0,4044136,0.339
2025-06-10,2025-06,CLI-004,Gloria Colombia,Lácteos,LAC-009,Nisaplin® (Nisin A),Lácteos,BOG-AME,77.3,kg,559087,0.0,43217412,0.327
2025-06-10,2025-06,CLI-001,Alquería S.A.,Lácteos,LAC-001,Cuajo Chymostar® líquido,Lácteos,BOG-AME,79.4,litro,138420,0.0,10990571,0.331
2025-06-10,2025-06,CLI-006,Procesadora Meta Lácteos,Lácteos,LAC-006,Yomix® Prime 800,Lácteos,MOS,88.7,dosis,241875,0.0,21454272,0.325
2025-06-10,2025-06,CLI-020,Sodexo Colombia,Aseo & Desinfección,ASE-004,Ácido peracético 15%,Aseo & Desinfección,BOG-AME,49.6,litro,39327,0.0,1950637,0.333
2025-06-10,2025-06,CLI-013,Noel S.A.S.,Panadería,PAN-008,Monoglicérido destilado,Panadería,MOS,88.8,kg,33307,0.02,2898469,0.344
2025-06-10,2025-06,CLI-007,La Carreta Alimentos,Cárnicos,CAR-001,Tripolifosfato sódico STPP,Cárnicos,BOG-AME,80.6,kg,18697,0.0,1506941,0.351
2025-06-10,2025-06,CLI-007,La Carreta Alimentos,Cárnicos,SAB-002,Sabor natural fresa premium,Sabores & Colorantes,BOG-AME,12.1,kg,96922,0.0,1172756,0.347
2025-06-10,2025-06,CLI-016,Bavaria S.A.,Sabores & Colorantes,SAB-007,Stevia RA97,Sabores & Colorantes,ITA,32.1,kg,209356,0.0,6720315,0.326
2025-06-10,2025-06,CLI-001,Alquería S.A.,Lácteos,LAC-001,Cuajo Chymostar® líquido,Lácteos,MOS,68.4,litro,138124,0.03,9164255,0.331
2025-06-10,2025-06,CLI-014,Pan Pa' Ya,Panadería,PAN-003,Propionato de calcio,Panadería,BOG-AME,85.2,kg,23406,0.0,1994179,0.34
2025-06-10,2025-06,CLI-001,Alquería S.A.,Lácteos,LAC-001,Cuajo Chymostar® líquido,Lácteos,VIL,41.3,litro,143370,0.02,5802757,0.331
2025-06-10,2025-06,CLI-020,Sodexo Colombia,Aseo & Desinfección,ASE-004,Ácido peracético 15%,Aseo & Desinfección,MOS,118.7,litro,39443,0.0,4681931,0.333
2025-06-10,2025-06,CLI-008,Zenú S.A.S.,Cárnicos,CAR-010,Nitrito de sodio 99%,Cárnicos,BOG-QUI,85.2,kg,25591,0.0,2180313,0.333
2025-06-10,2025-06,CLI-019,Centro Análisis ALF,Laboratorio,LAB-001,Agar PCA recuento total,Laboratorio,BOG-AME,27.0,500g,265040,0.0,7156069,0.327
2025-06-10,2025-06,CLI-019,Centro Análisis ALF,Laboratorio,LAB-001,Agar PCA recuento total,Laboratorio,ITA,74.9,500g,279117,0.0,20905850,0.327
2025-06-10,2025-06,CLI-006,Procesadora Meta Lácteos,Lácteos,LAC-010,Cloruro de calcio alimentario,Lácteos,MOS,64.6,kg,14446,0.0,933227,0.401
2025-06-10,2025-06,CLI-008,Zenú S.A.S.,Cárnicos,CAR-008,Almidón de papa para cárnicos,Cárnicos,BOG-AME,32.7,kg,10143,0.0,331673,0.363
2025-06-10,2025-06,CLI-022,Avícola Los Llanos,Cárnicos,CAR-010,Nitrito de sodio 99%,Cárnicos,ITA,119.0,kg,25726,0.0,3061351,0.333
2025-06-10,2025-06,CLI-006,Procesadora Meta Lácteos,Lácteos,LAC-002,Cuajo Marschall® pastilla,Lácteos,ITA,16.5,sobre,17501,0.0,288773,0.351
2025-06-10,2025-06,CLI-008,Zenú S.A.S.,Cárnicos,SAB-007,Stevia RA97,Sabores & Colorantes,MOS,110.7,kg,201758,0.0,22334659,0.326
2025-06-10,2025-06,CLI-001,Alquería S.A.,Lácteos,LAC-002,Cuajo Marschall® pastilla,Lácteos,BOG-QUI,95.8,sobre,18103,0.02,1699610,0.351
2025-06-10,2025-06,CLI-009,Rica Rondo S.A.,Cárnicos,CAR-005,Condimento mortadela premium,Cárnicos,BOG-AME,94.1,kg,108833,0.02,10036371,0.333
2025-06-10,2025-06,CLI-019,Centro Análisis ALF,Laboratorio,LAB-003,Agar Baird-Parker S. aureus,Laboratorio,BOG-AME,60.6,500g,327598,0.0,19852446,0.323
2025-06-10,2025-06,CLI-012,Bimbo Colombia,Panadería,PAN-005,DATEM emulsificante pan,Panadería,TUN,95.7,kg,28037,0.0,2683177,0.345
2025-06-10,2025-06,CLI-020,Sodexo Colombia,Aseo & Desinfección,ASE-004,Ácido peracético 15%,Aseo & Desinfección,MOS,107.1,litro,40161,0.0,4301216,0.333
2025-06-10,2025-06,CLI-002,Colanta Ltda.,Lácteos,SAB-003,Sabor natural durazno,Sabores & Colorantes,SIB,60.5,kg,91372,0.0,5528024,0.341
2025-06-10,2025-06,CLI-002,Colanta Ltda.,Lácteos,LAC-006,Yomix® Prime 800,Lácteos,MOS,59.0,dosis,264204,0.0,15588054,0.325
2025-06-11,2025-06,CLI-006,Procesadora Meta Lácteos,Lácteos,LAC-001,Cuajo Chymostar® líquido,Lácteos,VIL,8.9,litro,142229,0.03,1227860,0.331
2025-06-11,2025-06,CLI-013,Noel S.A.S.,Panadería,SAB-004,Colorante caramelo IV,Sabores & Colorantes,SIB,17.3,kg,28065,0.0,485527,0.339
2025-06-11,2025-06,CLI-002,Colanta Ltda.,Lácteos,LAC-003,Choozit® MA 4001,Lácteos,ITA,73.8,dosis,254516,0.0,18783288,0.327
2025-06-11,2025-06,CLI-022,Avícola Los Llanos,Cárnicos,CAR-004,Condimento chorizo especial,Cárnicos,ITA,36.5,kg,96405,0.02,3448408,0.333
2025-06-11,2025-06,CLI-012,Bimbo Colombia,Panadería,PAN-008,Monoglicérido destilado,Panadería,SIB,75.7,kg,33373,0.02,2475805,0.344
2025-06-11,2025-06,CLI-004,Gloria Colombia,Lácteos,LAC-007,Lactogel® FX 7720,Lácteos,BOG-AME,14.2,kg,123091,0.0,1747892,0.333
2025-06-11,2025-06,CLI-011,Frigoríficos El Progreso,Cárnicos,SAB-007,Stevia RA97,Sabores & Colorantes,BOG-AME,109.6,kg,214945,0.0,23557944,0.326
2025-06-11,2025-06,CLI-004,Gloria Colombia,Lácteos,LAC-010,Cloruro de calcio alimentario,Lácteos,SIB,98.6,kg,14525,0.05,1360599,0.401
2025-06-11,2025-06,CLI-007,La Carreta Alimentos,Cárnicos,CAR-005,Condimento mortadela premium,Cárnicos,ITA,105.7,kg,100270,0.0,10598558,0.333
2025-06-11,2025-06,CLI-011,Frigoríficos El Progreso,Cárnicos,CAR-006,Proteína de soya texturizada,Cárnicos,ITA,35.4,kg,13381,0.0,473693,0.345
2025-06-11,2025-06,CLI-021,Hotel Las Américas,Aseo & Desinfección,ASE-002,Alcohol etílico 96°,Aseo & Desinfección,BOG-AME,51.3,litro,10769,0.0,552470,0.381
2025-06-11,2025-06,CLI-018,Laboratorios LABOFARMA,Laboratorio,LAB-006,Prueba rápida coliformes,Laboratorio,ITA,52.0,caja,110803,0.0,5761733,0.364
2025-06-11,2025-06,CLI-020,Sodexo Colombia,Aseo & Desinfección,ASE-001,Hipoclorito de sodio 15%,Aseo & Desinfección,ITA,111.6,litro,5039,0.0,562335,0.417
2025-06-11,2025-06,CLI-022,Avícola Los Llanos,Cárnicos,CAR-007,Proteína aislada de soya 90%,Cárnicos,VIL,4.5,kg,30980,0.0,139408,0.333
2025-06-11,2025-06,CLI-019,Centro Análisis ALF,Laboratorio,LAB-004,Agar Salmonella-Shigella,Laboratorio,SIB,117.5,500g,293406,0.0,34475188,0.328
2025-06-11,2025-06,CLI-003,Alpina S.A.,Lácteos,LAC-002,Cuajo Marschall® pastilla,Lácteos,BOG-AME,17.7,sobre,18580,0.0,328860,0.351
2025-06-11,2025-06,CLI-011,Frigoríficos El Progreso,Cárnicos,CAR-003,Carragenina Iota cárnicos,Cárnicos,BOG-AME,33.9,kg,63306,0.0,2146080,0.339
2025-06-11,2025-06,CLI-005,Lácteos El Recreo,Lácteos,LAC-004,Choozit® MM 100,Lácteos,BOG-QUI,56.2,dosis,249580,0.0,14026412,0.327
2025-06-11,2025-06,CLI-021,Hotel Las Américas,Aseo & Desinfección,ASE-004,Ácido peracético 15%,Aseo & Desinfección,BOG-AME,77.6,litro,41102,0.03,3093815,0.333
2025-06-11,2025-06,CLI-022,Avícola Los Llanos,Cárnicos,CAR-006,Proteína de soya texturizada,Cárnicos,SIB,29.9,kg,13597,0.0,406560,0.345
2025-06-11,2025-06,CLI-021,Hotel Las Américas,Aseo & Desinfección,ASE-004,Ácido peracético 15%,Aseo & Desinfección,BOG-AME,33.9,litro,41495,0.0,1406667,0.333
2025-06-11,2025-06,CLI-013,Noel S.A.S.,Panadería,PAN-005,DATEM emulsificante pan,Panadería,VIL,43.7,kg,28612,0.02,1225324,0.345
2025-06-11,2025-06,CLI-002,Colanta Ltda.,Lácteos,LAC-005,Yomix® 883 (yogurt),Lácteos,TUN,28.3,dosis,242327,0.0,6857843,0.327
2025-06-11,2025-06,CLI-012,Bimbo Colombia,Panadería,PAN-007,Enzima xilanasa panadera,Panadería,SIB,41.5,kg,104167,0.0,4322914,0.333
2025-06-11,2025-06,CLI-011,Frigoríficos El Progreso,Cárnicos,CAR-006,Proteína de soya texturizada,Cárnicos,TUN,6.3,kg,14018,0.0,88310,0.345
2025-06-11,2025-06,CLI-014,Pan Pa' Ya,Panadería,PAN-003,Propionato de calcio,Panadería,BOG-QUI,22.5,kg,24698,0.05,527930,0.34
2025-06-11,2025-06,CLI-019,Centro Análisis ALF,Laboratorio,LAB-006,Prueba rápida coliformes,Laboratorio,VIL,118.3,caja,111419,0.0,13180826,0.364
2025-06-11,2025-06,CLI-021,Hotel Las Américas,Aseo & Desinfección,ASE-003,Detergente alcalino CIP-100,Aseo & Desinfección,ITA,80.5,kg,25585,0.0,2059632,0.333
2025-06-11,2025-06,CLI-014,Pan Pa' Ya,Panadería,SAB-002,Sabor natural fresa premium,Sabores & Colorantes,TUN,97.9,kg,89407,0.0,8752981,0.347
2025-06-11,2025-06,CLI-020,Sodexo Colombia,Aseo & Desinfección,ASE-001,Hipoclorito de sodio 15%,Aseo & Desinfección,VIL,18.1,litro,4966,0.0,89879,0.417
2025-06-11,2025-06,CLI-012,Bimbo Colombia,Panadería,PAN-004,Ácido ascórbico E300,Panadería,VIL,78.6,kg,36496,0.0,2868557,0.333
2025-06-11,2025-06,CLI-012,Bimbo Colombia,Panadería,PAN-006,Enzima amilasa fungal,Panadería,MOS,41.7,kg,91180,0.0,3802219,0.341
2025-06-12,2025-06,CLI-008,Zenú S.A.S.,Cárnicos,CAR-003,Carragenina Iota cárnicos,Cárnicos,ITA,100.1,kg,61970,0.0,6203182,0.339
2025-06-12,2025-06,CLI-011,Frigoríficos El Progreso,Cárnicos,CAR-002,Eritorbato de sodio,Cárnicos,BOG-AME,119.2,kg,21190,0.0,2525871,0.341
2025-06-12,2025-06,CLI-021,Hotel Las Américas,Aseo & Desinfección,ASE-002,Alcohol etílico 96°,Aseo & Desinfección,BOG-AME,44.0,litro,10739,0.0,472513,0.381
2025-06-12,2025-06,CLI-004,Gloria Colombia,Lácteos,SAB-001,Sabor artificial vainilla,Sabores & Colorantes,BOG-AME,58.4,kg,69538,0.02,3979803,0.36
2025-06-12,2025-06,CLI-012,Bimbo Colombia,Panadería,PAN-008,Monoglicérido destilado,Panadería,BOG-AME,12.9,kg,30252,0.0,390250,0.344
2025-06-12,2025-06,CLI-006,Procesadora Meta Lácteos,Lácteos,LAC-003,Choozit® MA 4001,Lácteos,BOG-QUI,114.3,dosis,256159,0.0,29279014,0.327
2025-06-12,2025-06,CLI-003,Alpina S.A.,Lácteos,LAC-007,Lactogel® FX 7720,Lácteos,VIL,103.4,kg,136270,0.0,14090353,0.333
2025-06-12,2025-06,CLI-013,Noel S.A.S.,Panadería,PAN-001,Levadura seca instantánea,Panadería,MOS,86.7,kg,18453,0.03,1551891,0.342
2025-06-12,2025-06,CLI-014,Pan Pa' Ya,Panadería,PAN-006,Enzima amilasa fungal,Panadería,BOG-AME,13.3,kg,90939,0.03,1173203,0.341
2025-06-12,2025-06,CLI-004,Gloria Colombia,Lácteos,SAB-006,Sucralosa,Sabores & Colorantes,BOG-AME,87.4,kg,175109,0.0,15304501,0.324
2025-06-12,2025-06,CLI-005,Lácteos El Recreo,Lácteos,SAB-006,Sucralosa,Sabores & Colorantes,VIL,80.0,kg,181306,0.0,14504482,0.324
2025-06-12,2025-06,CLI-001,Alquería S.A.,Lácteos,LAC-008,Cremodan® SE 709-2,Lácteos,SIB,79.1,kg,137519,0.0,10877739,0.333
2025-06-12,2025-06,CLI-020,Sodexo Colombia,Aseo & Desinfección,ASE-006,Cepillo VIKAN higiene azul,Aseo & Desinfección,BOG-AME,96.3,unidad,55958,0.0,5388716,0.345
2025-06-12,2025-06,CLI-013,Noel S.A.S.,Panadería,PAN-002,Mejorizador panadera CM-5,Panadería,ITA,22.3,kg,28948,0.03,626179,0.345
2025-06-12,2025-06,CLI-019,Centro Análisis ALF,Laboratorio,LAB-003,Agar Baird-Parker S. aureus,Laboratorio,BOG-AME,87.8,500g,321441,0.0,28222519,0.323
2025-06-12,2025-06,CLI-010,Frigorífico Guadalupe,Cárnicos,CAR-010,Nitrito de sodio 99%,Cárnicos,BOG-AME,40.7,kg,27922,0.0,1136410,0.333
2025-06-12,2025-06,CLI-006,Procesadora Meta Lácteos,Lácteos,LAC-002,Cuajo Marschall® pastilla,Lácteos,VIL,7.4,sobre,18804,0.0,139148,0.351
2025-06-12,2025-06,CLI-011,Frigoríficos El Progreso,Cárnicos,CAR-003,Carragenina Iota cárnicos,Cárnicos,BOG-AME,113.9,kg,61005,0.0,6948494,0.339
2025-06-12,2025-06,CLI-020,Sodexo Colombia,Aseo & Desinfección,ASE-003,Detergente alcalino CIP-100,Aseo & Desinfección,BOG-AME,93.9,kg,27205,0.0,2554561,0.333
2025-06-12,2025-06,CLI-003,Alpina S.A.,Lácteos,LAC-002,Cuajo Marschall® pastilla,Lácteos,VIL,61.0,sobre,17858,0.0,1089361,0.351
2025-06-12,2025-06,CLI-004,Gloria Colombia,Lácteos,LAC-005,Yomix® 883 (yogurt),Lácteos,ITA,102.2,dosis,242753,0.03,24065054,0.327
2025-06-12,2025-06,CLI-020,Sodexo Colombia,Aseo & Desinfección,ASE-004,Ácido peracético 15%,Aseo & Desinfección,TUN,43.6,litro,41178,0.05,1705612,0.333
2025-06-12,2025-06,CLI-007,La Carreta Alimentos,Cárnicos,CAR-003,Carragenina Iota cárnicos,Cárnicos,MOS,18.1,kg,59977,0.02,1063876,0.339
2025-06-12,2025-06,CLI-013,Noel S.A.S.,Panadería,PAN-005,DATEM emulsificante pan,Panadería,MOS,96.4,kg,26286,0.02,2483259,0.345
2025-06-12,2025-06,CLI-021,Hotel Las Américas,Aseo & Desinfección,ASE-001,Hipoclorito de sodio 15%,Aseo & Desinfección,BOG-AME,107.8,litro,4750,0.0,512049,0.417
2025-06-12,2025-06,CLI-001,Alquería S.A.,Lácteos,LAC-004,Choozit® MM 100,Lácteos,BOG-AME,25.3,dosis,266361,0.0,6738922,0.327
2025-06-12,2025-06,CLI-020,Sodexo Colombia,Aseo & Desinfección,ASE-003,Detergente alcalino CIP-100,Aseo & Desinfección,ITA,92.4,kg,25813,0.0,2385149,0.333
2025-06-12,2025-06,CLI-021,Hotel Las Américas,Aseo & Desinfección,ASE-006,Cepillo VIKAN higiene azul,Aseo & Desinfección,BOG-QUI,36.6,unidad,59628,0.0,2182399,0.345
2025-06-12,2025-06,CLI-001,Alquería S.A.,Lácteos,LAC-010,Cloruro de calcio alimentario,Lácteos,VIL,34.4,kg,13074,0.0,449755,0.401
2025-06-12,2025-06,CLI-001,Alquería S.A.,Lácteos,LAC-008,Cremodan® SE 709-2,Lácteos,ITA,69.6,kg,141581,0.0,9854064,0.333
2025-06-12,2025-06,CLI-018,Laboratorios LABOFARMA,Laboratorio,LAB-003,Agar Baird-Parker S. aureus,Laboratorio,BOG-QUI,4.9,500g,320055,0.0,1568270,0.323
2025-06-12,2025-06,CLI-017,Frupulpas S.A.S.,Sabores & Colorantes,SAB-006,Sucralosa,Sabores & Colorantes,VIL,93.7,kg,191558,0.02,17590038,0.324
2025-06-13,2025-06,CLI-014,Pan Pa' Ya,Panadería,SAB-005,Colorante curcumina natural,Sabores & Colorantes,ITA,58.5,kg,135624,0.02,7775299,0.345
2025-06-13,2025-06,CLI-015,Postobón S.A.,Sabores & Colorantes,SAB-009,Goma xantana,Sabores & Colorantes,ITA,6.1,kg,60279,0.0,367699,0.333
2025-06-13,2025-06,CLI-009,Rica Rondo S.A.,Cárnicos,SAB-002,Sabor natural fresa premium,Sabores & Colorantes,ITA,88.1,kg,93788,0.0,8262763,0.347
2025-06-13,2025-06,CLI-007,La Carreta Alimentos,Cárnicos,CAR-007,Proteína aislada de soya 90%,Cárnicos,ITA,97.8,kg,31507,0.02,3019732,0.333
2025-06-13,2025-06,CLI-001,Alquería S.A.,Lácteos,SAB-007,Stevia RA97,Sabores & Colorantes,BOG-AME,12.5,kg,210417,0.0,2630211,0.326
2025-06-13,2025-06,CLI-014,Pan Pa' Ya,Panadería,PAN-008,Monoglicérido destilado,Panadería,MOS,26.0,kg,29625,0.0,770259,0.344
2025-06-13,2025-06,CLI-002,Colanta Ltda.,Lácteos,LAC-008,Cremodan® SE 709-2,Lácteos,BOG-QUI,109.1,kg,135572,0.0,14790934,0.333
2025-06-13,2025-06,CLI-007,La Carreta Alimentos,Cárnicos,SAB-008,Ácido cítrico anhidro,Sabores & Colorantes,TUN,45.6,kg,12952,0.0,590624,0.376
2025-06-13,2025-06,CLI-003,Alpina S.A.,Lácteos,SAB-006,Sucralosa,Sabores & Colorantes,ITA,104.8,kg,175794,0.02,18054734,0.324
2025-06-13,2025-06,CLI-010,Frigorífico Guadalupe,Cárnicos,CAR-008,Almidón de papa para cárnicos,Cárnicos,BOG-QUI,33.0,kg,10083,0.0,332738,0.363
2025-06-13,2025-06,CLI-007,La Carreta Alimentos,Cárnicos,CAR-010,Nitrito de sodio 99%,Cárnicos,BOG-AME,50.3,kg,26016,0.0,1308589,0.333
2025-06-13,2025-06,CLI-011,Frigoríficos El Progreso,Cárnicos,CAR-001,Tripolifosfato sódico STPP,Cárnicos,BOG-AME,93.4,kg,18079,0.0,1688614,0.351
2025-06-13,2025-06,CLI-019,Centro Análisis ALF,Laboratorio,LAB-005,Kit coloración Gram,Laboratorio,BOG-AME,72.1,kit,130138,0.0,9382952,0.336
2025-06-13,2025-06,CLI-005,Lácteos El Recreo,Lácteos,LAC-006,Yomix® Prime 800,Lácteos,BOG-AME,73.3,dosis,254976,0.0,18689756,0.325
2025-06-13,2025-06,CLI-009,Rica Rondo S.A.,Cárnicos,CAR-010,Nitrito de sodio 99%,Cárnicos,BOG-AME,57.4,kg,25675,0.0,1473731,0.333
2025-06-13,2025-06,CLI-003,Alpina S.A.,Lácteos,LAC-009,Nisaplin® (Nisin A),Lácteos,BOG-AME,69.7,kg,529145,0.0,36881398,0.327
2025-06-13,2025-06,CLI-013,Noel S.A.S.,Panadería,PAN-003,Propionato de calcio,Panadería,BOG-AME,65.5,kg,23969,0.0,1570001,0.34
2025-06-13,2025-06,CLI-004,Gloria Colombia,Lácteos,LAC-006,Yomix® Prime 800,Lácteos,MOS,116.9,dosis,248459,0.0,29044861,0.325
2025-06-13,2025-06,CLI-010,Frigorífico Guadalupe,Cárnicos,CAR-001,Tripolifosfato sódico STPP,Cárnicos,MOS,59.2,kg,17259,0.0,1021723,0.351
2025-06-13,2025-06,CLI-022,Avícola Los Llanos,Cárnicos,CAR-002,Eritorbato de sodio,Cárnicos,BOG-AME,70.0,kg,20545,0.0,1438145,0.341
2025-06-13,2025-06,CLI-009,Rica Rondo S.A.,Cárnicos,SAB-008,Ácido cítrico anhidro,Sabores & Colorantes,ITA,67.8,kg,12833,0.02,852706,0.376
2025-06-13,2025-06,CLI-006,Procesadora Meta Lácteos,Lácteos,SAB-007,Stevia RA97,Sabores & Colorantes,BOG-QUI,55.2,kg,202594,0.02,10959506,0.326
2025-06-13,2025-06,CLI-021,Hotel Las Américas,Aseo & Desinfección,ASE-002,Alcohol etílico 96°,Aseo & Desinfección,BOG-QUI,105.0,litro,9743,0.0,1023067,0.381
2025-06-13,2025-06,CLI-014,Pan Pa' Ya,Panadería,PAN-003,Propionato de calcio,Panadería,BOG-AME,73.4,kg,24309,0.0,1784255,0.34
2025-06-13,2025-06,CLI-010,Frigorífico Guadalupe,Cárnicos,SAB-004,Colorante caramelo IV,Sabores & Colorantes,BOG-QUI,42.4,kg,28102,0.0,1191535,0.339
2025-06-13,2025-06,CLI-018,Laboratorios LABOFARMA,Laboratorio,LAB-006,Prueba rápida coliformes,Laboratorio,BOG-AME,107.0,caja,112531,0.0,12040810,0.364
2025-06-14,2025-06,CLI-014,Pan Pa' Ya,Panadería,PAN-003,Propionato de calcio,Panadería,ITA,72.0,kg,23724,0.0,1708092,0.34
2025-06-14,2025-06,CLI-001,Alquería S.A.,Lácteos,LAC-002,Cuajo Marschall® pastilla,Lácteos,BOG-AME,98.3,sobre,18143,0.0,1783448,0.351
2025-06-14,2025-06,CLI-018,Laboratorios LABOFARMA,Laboratorio,LAB-004,Agar Salmonella-Shigella,Laboratorio,VIL,3.9,500g,284765,0.0,1110582,0.328
2025-06-14,2025-06,CLI-020,Sodexo Colombia,Aseo & Desinfección,ASE-006,Cepillo VIKAN higiene azul,Aseo & Desinfección,BOG-QUI,97.3,unidad,56811,0.0,5527697,0.345
2025-06-14,2025-06,CLI-021,Hotel Las Américas,Aseo & Desinfección,ASE-003,Detergente alcalino CIP-100,Aseo & Desinfección,BOG-AME,78.9,kg,25174,0.03,1926656,0.333
2025-06-14,2025-06,CLI-018,Laboratorios LABOFARMA,Laboratorio,LAB-005,Kit coloración Gram,Laboratorio,BOG-AME,63.1,kit,118731,0.0,7491900,0.336
2025-06-14,2025-06,CLI-001,Alquería S.A.,Lácteos,LAC-003,Choozit® MA 4001,Lácteos,BOG-AME,21.7,dosis,276211,0.0,5993779,0.327
2025-06-14,2025-06,CLI-011,Frigoríficos El Progreso,Cárnicos,CAR-004,Condimento chorizo especial,Cárnicos,TUN,53.5,kg,94015,0.0,5029788,0.333
2025-06-14,2025-06,CLI-018,Laboratorios LABOFARMA,Laboratorio,LAB-002,Agar VRBD coliformes,Laboratorio,TUN,22.4,500g,293398,0.0,6572122,0.328
2025-06-14,2025-06,CLI-010,Frigorífico Guadalupe,Cárnicos,CAR-006,Proteína de soya texturizada,Cárnicos,BOG-AME,87.4,kg,14035,0.0,1226695,0.345
2025-06-14,2025-06,CLI-013,Noel S.A.S.,Panadería,PAN-004,Ácido ascórbico E300,Panadería,BOG-AME,81.0,kg,34220,0.0,2771789,0.333
2025-06-14,2025-06,CLI-021,Hotel Las Américas,Aseo & Desinfección,ASE-005,Amonio cuaternario QAT-50,Aseo & Desinfección,BOG-AME,117.2,litro,32663,0.0,3828077,0.333
2025-06-14,2025-06,CLI-014,Pan Pa' Ya,Panadería,PAN-001,Levadura seca instantánea,Panadería,VIL,87.1,kg,19855,0.0,1729359,0.342
2025-06-14,2025-06,CLI-022,Avícola Los Llanos,Cárnicos,SAB-004,Colorante caramelo IV,Sabores & Colorantes,VIL,52.4,kg,28822,0.0,1510294,0.339
2025-06-14,2025-06,CLI-014,Pan Pa' Ya,Panadería,SAB-001,Sabor artificial vainilla,Sabores & Colorantes,VIL,89.1,kg,77706,0.0,6923640,0.36
2025-06-14,2025-06,CLI-009,Rica Rondo S.A.,Cárnicos,CAR-006,Proteína de soya texturizada,Cárnicos,BOG-AME,86.9,kg,15091,0.0,1311426,0.345
2025-06-14,2025-06,CLI-007,La Carreta Alimentos,Cárnicos,SAB-004,Colorante caramelo IV,Sabores & Colorantes,MOS,85.8,kg,27013,0.0,2317675,0.339
2025-06-14,2025-06,CLI-010,Frigorífico Guadalupe,Cárnicos,SAB-008,Ácido cítrico anhidro,Sabores & Colorantes,TUN,109.3,kg,11739,0.0,1283031,0.376
2025-06-14,2025-06,CLI-011,Frigoríficos El Progreso,Cárnicos,CAR-004,Condimento chorizo especial,Cárnicos,BOG-QUI,5.6,kg,101534,0.0,568590,0.333
2025-06-14,2025-06,CLI-009,Rica Rondo S.A.,Cárnicos,SAB-006,Sucralosa,Sabores & Colorantes,BOG-AME,102.9,kg,178559,0.0,18373690,0.324
2025-06-14,2025-06,CLI-006,Procesadora Meta Lácteos,Lácteos,LAC-008,Cremodan® SE 709-2,Lácteos,BOG-AME,67.9,kg,130038,0.0,8829581,0.333
2025-06-14,2025-06,CLI-019,Centro Análisis ALF,Laboratorio,LAB-003,Agar Baird-Parker S. aureus,Laboratorio,SIB,52.4,500g,317658,0.0,16645257,0.323
2025-06-14,2025-06,CLI-021,Hotel Las Américas,Aseo & Desinfección,ASE-002,Alcohol etílico 96°,Aseo & Desinfección,BOG-AME,26.0,litro,10254,0.02,261284,0.381
2025-06-14,2025-06,CLI-008,Zenú S.A.S.,Cárnicos,CAR-009,Sal Refisal® curación,Cárnicos,BOG-QUI,103.8,kg,5360,0.0,556347,0.448
2025-06-14,2025-06,CLI-013,Noel S.A.S.,Panadería,PAN-005,DATEM emulsificante pan,Panadería,MOS,114.0,kg,27695,0.02,3094060,0.345
2025-06-14,2025-06,CLI-002,Colanta Ltda.,Lácteos,LAC-001,Cuajo Chymostar® líquido,Lácteos,VIL,31.2,litro,139247,0.0,4344498,0.331
